[Category],[Exam],[Question Text],[Choice 1],[Choice 2],[Choice 3],[Choice 4],[Correct Answer],[Explanation],[Difficulty],[Topic],[Points],[Question Type]
[ASI Bihar Exam],[Practice Set-3],[Current Affairs: [Which railway project was inaugurated in Bihar in 2024?]],[Patna–Gaya Express],[Rajgir–Biharsharif Line],[Muzaffarpur–Darbhanga Route],[Buxar–Patna Express],[Patna–Gaya Express],[Patna–Gaya Express was inaugurated in 2024.],[medium],[Current Affairs],[1],[single]
[ASI Bihar Exam],[Practice Set-3],[True or False: [Nalanda was a famous ancient university in Bihar.]],[True],[False],,,[True],[Nalanda was a renowned ancient university.],[easy],[History],[1],[true_false]
[ASI Bihar Exam],[Practice Set-3],[Mathematics: [What is the cube of 5?]],[125],[100],[150],[120],[125],[5³ = 125.],[easy],[Mathematics],[1],[single]
[ASI Bihar Exam],[Practice Set-3],[Reasoning: [All crows are birds, some birds are black. Which is true?]],[Cannot say],[All crows are black],[Some crows are black],[No crows are black],[Cannot say],[Cannot conclude which crows are black.],[hard],[Reasoning],[1],[single]
[ASI Bihar Exam],[Practice Set-3],[History: [Who was the first woman MP from Bihar?]],[Rajkumari Amrit Kaur],[Indira Gandhi],[Rukmini Devi],[Vijaya Raje],[Rajkumari Amrit Kaur],[Rajkumari Amrit Kaur was the first woman MP from Bihar.],[medium],[History],[1],[single]
[ASI Bihar Exam],[Practice Set-3],[Geography: [Which district is known for Buddha tourism?]],[Gaya],[Patna],[Nalanda],[Vaishali],[Gaya],[Bodh Gaya in Gaya district is famous for Buddha tourism.],[easy],[Geography],[1],[single]
[ASI Bihar Exam],[Practice Set-3],[Culture: [Which traditional dress is worn by women in Bihar?]],[Saree],[Salwar-Kameez],[Ghagra-Choli],[Kurti],[Saree],[Saree is the traditional attire for women in Bihar.],[easy],[Culture],[1],[single]
[ASI Bihar Exam],[Practice Set-3],[Current Affairs: [Which Bihar politician received national award in 2025?]],[Nitish Kumar],[Tejashwi Yadav],[Sunita Singh],[Ramesh Kumar],[Sunita Singh],[Sunita Singh received national award in 2025.],[medium],[Current Affairs],[1],[single]
[ASI Bihar Exam],[Practice Set-3],[Mathematics: [Solve: 20 – (5 × 3)]],[5],[10],[15],[8],[5],[20 – (5×3) = 20 – 15 = 5.],[easy],[Mathematics],[1],[single]
[ASI Bihar Exam],[Practice Set-3],[Reasoning: [If all apples are fruits, some fruits are red. Which is true?]],[Cannot say],[All apples are red],[Some apples are red],[No apples are red],[Cannot say],[Cannot conclude which apples are red.],[hard],[Reasoning],[1],[single]
[ASI Bihar Exam],[Practice Set-3],[True or False: [Patna has an international airport.]],[True],[False],,,[True],[Patna has an international airport.],[easy],[Current Affairs],[1],[true_false]
[ASI Bihar Exam],[Practice Set-3],[Geography: [Which river passes through Patna?]],[Ganga],[Kosi],[Sone],[Bandak],[Ganga],[Ganga passes through Patna.],[medium],[Geography],[1],[single]
[ASI Bihar Exam],[Practice Set-3],[History: [Who was the first ruler of Magadh?]],[Bimbisara],[Chandragupta],[Ajatashatru],[Ashoka],[Bimbisara],[Bimbisara was the first ruler of Magadh.],[medium],[History],[1],[single]
[ASI Bihar Exam],[Practice Set-3],[Culture: [Which painting style originated in Bihar?]],[Madhubani],[Warli],[Pattachitra],[Tanjore],[Madhubani],[Madhubani painting originated in Bihar.],[easy],[Culture],[1],[single]
[ASI Bihar Exam],[Practice Set-3],[Current Affairs: [Which cricket stadium in Bihar was renovated in 2024?]],[Moin-ul-Haq Stadium],[Patna Stadium],[Gaya Stadium],[Muzaffarpur Stadium],[Moin-ul-Haq Stadium],[Moin-ul-Haq Stadium was renovated in 2024.],[medium],[Current Affairs],[1],[single]
[ASI Bihar Exam],[Practice Set-3],[Mathematics: [What is 7 × 8?]],[56],[48],[54],[60],[56],[7×8=56.],[easy],[Mathematics],[1],[single]
[ASI Bihar Exam],[Practice Set-3],[Reasoning: [All dogs are mammals, some mammals are pets. Which is true?]],[Cannot say],[All dogs are pets],[Some dogs are pets],[No dogs are pets],[Cannot say],[Cannot determine which dogs are pets.],[hard],[Reasoning],[1],[single]
[ASI Bihar Exam],[Practice Set-3],[True or False: [Bihar has a tropical climate.]],[True],[False],,,[True],[Bihar has a tropical climate.],[easy],[Geography],[1],[true_false]
[ASI Bihar Exam],[Practice Set-3],[Geography: [Which district is famous for silk production?]],[Bhagalpur],[Patna],[Muzaffarpur],[Gaya],[Bhagalpur],[Bhagalpur is famous for silk production.],[medium],[Geography],[1],[single]
[ASI Bihar Exam],[Practice Set-3],[History: [Which dynasty ruled Bihar before Mauryas?]],[Haryanka Dynasty],[Gupta Dynasty],[Nanda Dynasty],[Shunga Dynasty],[Haryanka Dynasty],[Haryanka Dynasty ruled before Mauryas.],[medium],[History],[1],[single]
[ASI Bihar Exam],[Practice Set-3],[Culture: [Which folk dance is performed during Chhath Puja?]],[Jhijhiya],[Bihu],[Garba],[Kathak],[Jhijhiya],[Jhijhiya is performed during Chhath Puja.],[easy],[Culture],[1],[single]
[ASI Bihar Exam],[Practice Set-3],[Current Affairs: [Which initiative improved literacy in Bihar in 2025?]],[Samagra Shiksha],[Digital Bihar],[Mukhyamantri Balika Cycle Yojana],[State Literacy Mission],[Samagra Shiksha],[Samagra Shiksha initiative improved literacy in Bihar.],[medium],[Current Affairs],[1],[single]
[ASI Bihar Exam],[Practice Set-3],[Mathematics: [Simplify: (6 × 5) + (3 × 4)]],[42],[38],[36],[48],[42],[(6×5)+(3×4)=30+12=42.],[medium],[Mathematics],[1],[single]
[ASI Bihar Exam],[Practice Set-3],[Reasoning: [All birds are animals, some animals can fly. Which is true?]],[Cannot say],[All birds can fly],[Some birds can fly],[No birds can fly],[Cannot say],[Cannot conclude which birds can fly.],[hard],[Reasoning],[1],[single]
[ASI Bihar Exam],[Practice Set-3],[True or False: [Patna is on the banks of river Ganga.]],[True],[False],,,[True],[Patna is located on the banks of river Ganga.],[easy],[Geography],[1],[true_false]
[ASI Bihar Exam],[Practice Set-3],[Mathematics: [What is 12 × 9?]],[108],[96],[110],[102],[108],[12 multiplied by 9 equals 108.],[easy],[Mathematics],[1],[single]
[ASI Bihar Exam],[Practice Set-3],[History: [Who defeated the last independent ruler of Bengal in 1757?]],[Siraj-ud-Daulah],[Robert Clive],[Mir Jafar],[Warren Hastings],[Robert Clive],[Robert Clive defeated Siraj-ud-Daulah in 1757.],[medium],[History],[1],[single]
[ASI Bihar Exam],[Practice Set-3],[Geography: [Which plateau is partially in Bihar?]],[Chotanagpur Plateau],[Deccan Plateau],[Malwa Plateau],[Aravalli Plateau],[Chotanagpur Plateau],[Chotanagpur Plateau extends into Bihar.],[medium],[Geography],[1],[single]
[ASI Bihar Exam],[Practice Set-3],[Culture: [Which musical instrument is traditional in Bihar?]],[Dholak],[Sitar],[Tabla],[Veena],[Dholak],[Dholak is traditional in Bihar folk music.],[easy],[Culture],[1],[single]
[ASI Bihar Exam],[Practice Set-3],[Current Affairs: [Who became Bihar Governor in 2025?]],[Phagu Chauhan],[Rajendra Vishwanath],[Anil Sharma],[Manoj Kumar],[Phagu Chauhan],[Phagu Chauhan assumed office as Bihar Governor in 2025.],[medium],[Current Affairs],[1],[single]
[ASI Bihar Exam],[Practice Set-3],[Reasoning: [All squares are shapes, some shapes are blue. Which is true?]],[Cannot say],[All squares are blue],[Some squares are blue],[No squares are blue],[Cannot say],[Cannot conclude which squares are blue.],[hard],[Reasoning],[1],[single]
[ASI Bihar Exam],[Practice Set-3],[Mathematics: [What is 15% of 200?]],[30],[25],[20],[35],[30],[15% of 200 = 30.],[easy],[Mathematics],[1],[single]
[ASI Bihar Exam],[Practice Set-3],[History: [Who wrote ‘Arthashastra’?]],[Kautilya],[Chanakya],[Kalidasa],[Vatsyayana],[Kautilya],[Kautilya, also known as Chanakya, wrote Arthashastra.],[medium],[History],[1],[single]
[ASI Bihar Exam],[Practice Set-3],[Geography: [Which lake is famous in Bihar for its migratory birds?]],[Kanwar Lake],[Dal Lake],[Bada Tal],[Pong Lake],[Kanwar Lake],[Kanwar Lake is famous for migratory birds in Bihar.],[medium],[Geography],[1],[single]
[ASI Bihar Exam],[Practice Set-3],[Culture: [Which dance is associated with the festival of Sonepur Mela?]],[Paika],[Jhijhiya],[Bhojpuri Folk],[Chhau],[Paika],[Paika dance is associated with Sonepur Mela.],[easy],[Culture],[1],[single]
[ASI Bihar Exam],[Practice Set-3],[Current Affairs: [Which bridge over Ganga was inaugurated in 2024?]],[Digha-Sonpur Bridge],[Rajendra Setu],[Mahatma Gandhi Setu],[Munger Ganga Bridge],[Digha-Sonpur Bridge],[Digha-Sonpur Bridge was inaugurated in 2024.],[medium],[Current Affairs],[1],[single]
[ASI Bihar Exam],[Practice Set-3],[True or False: [Bihar shares its border with Nepal.]],[True],[False],,,[True],[Bihar shares a northern border with Nepal.],[easy],[Geography],[1],[true_false]
[ASI Bihar Exam],[Practice Set-3],[Mathematics: [Solve: (8 × 6) ÷ 4]],[12],[10],[14],[16],[12],[(8×6)÷4 = 48÷4 = 12.],[easy],[Mathematics],[1],[single]
[ASI Bihar Exam],[Practice Set-3],[Reasoning: [All cars are vehicles, some vehicles are electric. Which is true?]],[Cannot say],[All cars are electric],[Some cars are electric],[No car is electric],[Cannot say],[Cannot conclude which cars are electric.],[hard],[Reasoning],[1],[single]
[ASI Bihar Exam],[Practice Set-3],[History: [Which battle led to British control over Bihar?]],[Battle of Buxar],[Battle of Plassey],[Battle of Panipat],[Battle of Khajwa],[Battle of Buxar],[The Battle of Buxar led to British control over Bihar.],[medium],[History],[1],[single]
[ASI Bihar Exam],[Practice Set-3],[Geography: [Which district is known for mango cultivation in Bihar?]],[Begusarai],[Muzaffarpur],[Patna],[Gaya],[Muzaffarpur],[Muzaffarpur is famous for mango cultivation.],[medium],[Geography],[1],[single]
[ASI Bihar Exam],[Practice Set-3],[Culture: [Which craft is popular in Bhagalpur?]],[Silk Weaving],[Pottery],[Stone Carving],[Metal Work],[Silk Weaving],[Bhagalpur is famous for silk weaving.],[easy],[Culture],[1],[single]
[ASI Bihar Exam],[Practice Set-3],[Current Affairs: [Which minister launched the Bihar Startup Policy 2025?]],[Nitish Kumar],[Ritesh Sharma],[Anil Verma],[Sunita Singh],[Nitish Kumar],[Nitish Kumar launched the Bihar Startup Policy 2025.],[medium],[Current Affairs],[1],[single]
[ASI Bihar Exam],[Practice Set-3],[Mathematics: [What is the square of 14?]],[196],[184],[210],[200],[196],[14² = 196.],[medium],[Mathematics],[1],[single]
[ASI Bihar Exam],[Practice Set-3],[Reasoning: [All pens are stationary, some stationary items are blue. Which is true?]],[Cannot say],[All pens are blue],[Some pens are blue],[No pen is blue],[Cannot say],[Cannot determine which pens are blue.],[hard],[Reasoning],[1],[single]
[ASI Bihar Exam],[Practice Set-3],[True or False: [Nalanda University is older than Harvard University.]],[True],[False],,,[True],[Nalanda University predates Harvard University.],[easy],[History],[1],[true_false]
[ASI Bihar Exam],[Practice Set-3],[Geography: [Which Bihar district is closest to Nepal?]],[Darbhanga],[Patna],[Bhagalpur],[Gaya],[Darbhanga],[Darbhanga is closest to Nepal.],[medium],[Geography],[1],[single]
[ASI Bihar Exam],[Practice Set-3],[History: [Who constructed the Mahabodhi Temple?]],[Ashoka],[Harshavardhan],[Chandragupta],[Ajatashatru],[Ashoka],[Emperor Ashoka constructed the Mahabodhi Temple.],[medium],[History],[1],[single]
[ASI Bihar Exam],[Practice Set-3],[Culture: [Which language is primarily spoken in Mithila?]],[Maithili],[Bhojpuri],[Magahi],[Hindi],[Maithili],[Maithili is the primary language of Mithila.],[easy],[Culture],[1],[single]
[ASI Bihar Exam],[Practice Set-3],[Current Affairs: [Which airport was expanded in Bihar in 2025?]],[Gaya Airport],[Patna Airport],[Darbhanga Airport],[Muzaffarpur Airport],[Patna Airport],[Patna Airport was expanded in 2025.],[medium],[Current Affairs],[1],[single]
[ASI Bihar Exam],[Practice Set-3],[Mathematics: [What is 50 ÷ 5 + 7?]],[17],[10],[15],[20],[17],[50÷5+7=10+7=17.],[easy],[Mathematics],[1],[single]
[ASI Bihar Exam],[Practice Set-3],[Reasoning: [All flowers are plants, some plants are red. Which is true?]],[Cannot say],[All flowers are red],[Some flowers are red],[No flower is red],[Cannot say],[Cannot determine which flowers are red.],[hard],[Reasoning],[1],[single]
[ASI Bihar Exam],[Practice Set-3],[True or False: [Bihar has a state animal called the Gaur.]],[True],[False],,,[True],[Gaur is the state animal of Bihar.],[easy],[Current Affairs],[1],[true_false]
[ASI Bihar Exam],[Practice Set-3],[Geography: [Which district is known for Muzaffarpur Litchi?]],[Muzaffarpur],[Patna],[Bhagalpur],[Gaya],[Muzaffarpur],[Muzaffarpur is famous for Litchi cultivation.],[medium],[Geography],[1],[single]
[ASI Bihar Exam],[Practice Set-3],[History: [Who led the Champaran Satyagraha?]],[Mahatma Gandhi],[Jawaharlal Nehru],[Subhash Chandra Bose],[Rajendra Prasad],[Mahatma Gandhi],[Gandhi led the Champaran Satyagraha.],[medium],[History],[1],[single]
[ASI Bihar Exam],[Practice Set-3],[Culture: [Which festival is celebrated in Rajgir during winter?]],[Rajgir Mela],[Chhath],[Diwali],[Holi],[Rajgir Mela],[Rajgir Mela is celebrated in winter.],[easy],[Culture],[1],[single]
[ASI Bihar Exam],[Practice Set-3],[Current Affairs: [Which Bihar city hosted a national sports event in 2025?]],[Patna],[Gaya],[Bhagalpur],[Muzaffarpur],[Patna],[Patna hosted a national sports event in 2025.],[medium],[Current Affairs],[1],[single]
[ASI Bihar Exam],[Practice Set-3],[Mathematics: [Solve: 18 ÷ 3 × 2]],[12],[10],[8],[14],[12],[18÷3×2=6×2=12.],[easy],[Mathematics],[1],[single]
[ASI Bihar Exam],[Practice Set-3],[Reasoning: [All teachers are educated, some educated people are women. Which is true?]],[Cannot say],[All teachers are women],[Some teachers are women],[No teacher is a woman],[Cannot say],[Cannot determine which teachers are women.],[hard],[Reasoning],[1],[single]
[ASI Bihar Exam],[Practice Set-3],[True or False: [Bihar has a desert region.]],[False],[True],,,[False],[Bihar does not have any desert region.],[easy],[Geography],[1],[true_false]
[ASI Bihar Exam],[Practice Set-3],[Geography: [Which river is a tributary of Ganga in Bihar?]],[Sone],[Yamuna],[Godavari],[Krishna],[Sone],[Sone is a tributary of Ganga in Bihar.],[medium],[Geography],[1],[single]
[ASI Bihar Exam],[Practice Set-3],[History: [Which freedom fighter was from Bihar?]],[Rajendra Prasad],[Subhash Chandra Bose],[Mahatma Gandhi],[Bhagat Singh],[Rajendra Prasad],[Rajendra Prasad was a freedom fighter from Bihar.],[medium],[History],[1],[single]
[ASI Bihar Exam],[Practice Set-3],[Culture: [Which art form is famous in Madhubani?]],[Painting],[Sculpture],[Dance],[Music],[Painting],[Madhubani painting is famous in Bihar.],[easy],[Culture],[1],[single]
[ASI Bihar Exam],[Practice Set-3],[Current Affairs: [Which Bihar government scheme targets women empowerment in 2025?]],[Mukhyamantri Balika Cycle Yojana],[Digital Bihar],[Samagra Shiksha],[Startup Bihar],[Mukhyamantri Balika Cycle Yojana],[This scheme empowers women in Bihar.],[medium],[Current Affairs],[1],[single]
[ASI Bihar Exam],[Practice Set-3],[Mathematics: [What is 11 × 11?]],[121],[111],[110],[115],[121],[11×11=121.],[easy],[Mathematics],[1],[single]
[ASI Bihar Exam],[Practice Set-3],[Reasoning: [All lions are cats, some cats are carnivores. Which is true?]],[Cannot say],[All lions are carnivores],[Some lions are carnivores],[No lions are carnivores],[Cannot say],[Cannot determine which lions are carnivores.],[hard],[Reasoning],[1],[single]
[ASI Bihar Exam],[Practice Set-3],[True or False: [Patna is the capital of Bihar.]],[True],[False],,,[True],[Patna is the capital city of Bihar.],[easy],[Current Affairs],[1],[true_false]
[ASI Bihar Exam],[Practice Set-3],[Mathematics: [What is 20% of 150?]],[30],[25],[35],[20],[30],[20% of 150 = 30.],[easy],[Mathematics],[1],[single]
[ASI Bihar Exam],[Practice Set-3],[History: [Who was the first Chief Minister of Bihar?]],[Dr. Anugrah Narayan Sinha],[Sri Krishna Sinha],[Rajendra Prasad],[Bindeshwari Dubey],[Sri Krishna Sinha],[Sri Krishna Sinha was the first Chief Minister of Bihar.],[medium],[History],[1],[single]
[ASI Bihar Exam],[Practice Set-3],[Geography: [Which is the largest district of Bihar by area?]],[Gaya],[Patna],[West Champaran],[Muzaffarpur],[West Champaran],[West Champaran is the largest district by area.],[medium],[Geography],[1],[single]
[ASI Bihar Exam],[Practice Set-3],[Culture: [Which festival is famous in Bihar for Chhath Puja?]],[Chhath],[Diwali],[Holi],[Makar Sankranti],[Chhath],[Chhath Puja is widely celebrated in Bihar.],[easy],[Culture],[1],[single]
[ASI Bihar Exam],[Practice Set-3],[Current Affairs: [Which railway project was completed in Bihar in 2025?]],[Patna Metro],[Digha-Sonpur Rail Link],[Munger Rail Project],[Bhagalpur Railway Extension],[Digha-Sonpur Rail Link],[Digha-Sonpur Rail Link was completed in 2025.],[medium],[Current Affairs],[1],[single]
[ASI Bihar Exam],[Practice Set-3],[Reasoning: [All squares are rectangles, all rectangles have four sides. Which is true?]],[All squares have four sides],[Some squares do not have four sides],[Cannot say],[No square has four sides],[All squares have four sides],[All squares are rectangles and rectangles have four sides.],[hard],[Reasoning],[1],[single]
[ASI Bihar Exam],[Practice Set-3],[Mathematics: [Solve: 45 ÷ 9 × 3]],[15],[12],[10],[20],[15],[45÷9×3=5×3=15.],[easy],[Mathematics],[1],[single]
[ASI Bihar Exam],[Practice Set-3],[History: [Who established the city of Patliputra?]],[Ajatashatru],[Chandragupta Maurya],[Ashoka],[Harshavardhan],[Ajatashatru],[Ajatashatru established Patliputra.],[medium],[History],[1],[single]
[ASI Bihar Exam],[Practice Set-3],[Geography: [Which river is considered the lifeline of Bihar?]],[Ganga],[Sone],[Kosi],[Gandak],[Ganga],[Ganga river is considered the lifeline of Bihar.],[medium],[Geography],[1],[single]
[ASI Bihar Exam],[Practice Set-3],[Culture: [Which folk song is popular in Bihar?]],[Bidesia],[Bhajan],[Qawwali],[Kirtan],[Bidesia],[Bidesia is a popular folk song in Bihar.],[easy],[Culture],[1],[single]
[ASI Bihar Exam],[Practice Set-3],[Current Affairs: [Which Bihar city hosted a national education conference in 2025?]],[Patna],[Muzaffarpur],[Bhagalpur],[Gaya],[Patna],[Patna hosted the national education conference.],[medium],[Current Affairs],[1],[single]
[ASI Bihar Exam],[Practice Set-3],[True or False: [Bihar has more than 30 districts.]],[True],[False],,,[True],[Bihar has 38 districts.],[easy],[Geography],[1],[true_false]
[ASI Bihar Exam],[Practice Set-3],[Mathematics: [Find the LCM of 6 and 8.]],[24],[12],[18],[48],[24],[LCM of 6 and 8 is 24.],[medium],[Mathematics],[1],[single]
[ASI Bihar Exam],[Practice Set-3],[Reasoning: [All humans are mammals, some mammals are nocturnal. Which is true?]],[Cannot say],[All humans are nocturnal],[Some humans are nocturnal],[No humans are nocturnal],[Cannot say],[Cannot conclude about humans being nocturnal.],[hard],[Reasoning],[1],[single]
[ASI Bihar Exam],[Practice Set-3],[History: [Which ruler built the Vikramshila University?]],[Dharmapala],[Harshavardhan],[Ashoka],[Chandragupta],[Dharmapala],[Dharmapala established Vikramshila University.],[medium],[History],[1],[single]
[ASI Bihar Exam],[Practice Set-3],[Geography: [Which Bihar district is famous for Bhagalpuri Silk?]],[Bhagalpur],[Patna],[Darbhanga],[Gaya],[Bhagalpur],[Bhagalpur is famous for silk weaving.],[medium],[Geography],[1],[single]
[ASI Bihar Exam],[Practice Set-3],[Culture: [Which traditional craft is famous in Bihar?]],[Madhubani Painting],[Terracotta],[Pottery],[Weaving],[Madhubani Painting],[Madhubani Painting is a traditional craft of Bihar.],[easy],[Culture],[1],[single]
[ASI Bihar Exam],[Practice Set-3],[Current Affairs: [Which initiative promotes digital education in Bihar 2025?]],[Digital Bihar],[Smart Bihar],[e-Governance],[Bihar Connect],[Digital Bihar],[Digital Bihar initiative promotes digital learning.],[medium],[Current Affairs],[1],[single]
[ASI Bihar Exam],[Practice Set-3],[Mathematics: [What is 13 × 7?]],[91],[88],[90],[85],[91],[13×7=91.],[easy],[Mathematics],[1],[single]
[ASI Bihar Exam],[Practice Set-3],[Reasoning: [All roses are flowers, some flowers fade quickly. Which is true?]],[Cannot say],[All roses fade quickly],[Some roses fade quickly],[No rose fades quickly],[Cannot say],[Cannot conclude about roses fading quickly.],[hard],[Reasoning],[1],[single]
[ASI Bihar Exam],[Practice Set-3],[True or False: [Bihar has a coastline.]],[False],[True],,,[False],[Bihar is landlocked.],[easy],[Geography],[1],[true_false]
[ASI Bihar Exam],[Practice Set-3],[Geography: [Which city is the administrative capital of Bihar?]],[Patna],[Gaya],[Bhagalpur],[Muzaffarpur],[Patna],[Patna is the administrative capital of Bihar.],[easy],[Geography],[1],[single]
[ASI Bihar Exam],[Practice Set-3],[History: [Who led the Salt Satyagraha in Bihar?]],[Mahatma Gandhi],[Rajendra Prasad],[Subhash Chandra Bose],[Jawaharlal Nehru],[Mahatma Gandhi],[Gandhi led Salt Satyagraha in Bihar.],[medium],[History],[1],[single]
